date,area_type,area_name,daily_cases,cum_cases,new_deaths_28days,cum_deaths_28days,new_deaths_60days,cum_deaths_60days,new_first_episode,cum_first_episode,new_reinfections,cum_reinfections,new_virus_test,cum_virus_test,new_pcr_test,cum_pcr_test,new_lfd_test,cum_lfd_test,test_roll_pos_pct,test_roll_people,new_first_dose,cum_first_dose,new_second_dose,cum_second_dose,new_third_dose,cum_third_dose,new_admissions,cum_admissions,hospital_cases,ventilator_beds,trans_rate_min,trans_rate_max,trans_growth_min,trans_growth_max
2020-11-22,nation,Scotland,709.0,89783.0,36.0,3774.0,,,709.0,89685.0,0.0,98.0,0.0,,0.0,,0.0,0.0,,,,,,,,,68.0,12187.0,1170.0,95.0,,,,
2020-11-21,nation,Scotland,764.0,89074.0,33.0,3738.0,,,764.0,88976.0,0.0,98.0,0.0,,0.0,,0.0,0.0,,,,,,,,,88.0,12119.0,1194.0,100.0,,,,
2020-11-20,nation,Scotland,861.0,88310.0,29.0,3705.0,,,860.0,88212.0,1.0,98.0,0.0,,0.0,,0.0,0.0,,,,,,,,,107.0,12031.0,1234.0,89.0,,,,
2020-11-19,nation,Scotland,985.0,87449.0,26.0,3676.0,,,984.0,87352.0,1.0,97.0,0.0,,0.0,,0.0,0.0,,,,,,,,,97.0,11924.0,1212.0,85.0,0.8,1.0,-4.0,-1.0
2020-11-18,nation,Scotland,1115.0,86464.0,24.0,3650.0,,,1113.0,86368.0,2.0,96.0,0.0,,0.0,,0.0,0.0,,,,,,,,,95.0,11827.0,1241.0,88.0,,,,
2020-11-17,nation,Scotland,1227.0,85349.0,36.0,3626.0,,,1225.0,85255.0,2.0,94.0,0.0,,0.0,,0.0,0.0,,,,,,,,,111.0,11732.0,1250.0,95.0,,,,
2020-11-16,nation,Scotland,1278.0,84122.0,33.0,3590.0,,,1277.0,84030.0,1.0,92.0,0.0,,0.0,,0.0,0.0,,,,,,,,,95.0,11621.0,1227.0,98.0,,,,
2020-11-15,nation,Scotland,818.0,82844.0,35.0,3557.0,,,817.0,82753.0,1.0,91.0,0.0,,0.0,,0.0,0.0,,,,,,,,,93.0,11526.0,1241.0,100.0,,,,
2020-11-14,nation,Scotland,905.0,82026.0,41.0,3522.0,,,903.0,81936.0,2.0,90.0,0.0,,0.0,,0.0,0.0,,,,,,,,,100.0,11433.0,1198.0,92.0,,,,
2020-11-13,nation,Scotland,1055.0,81121.0,38.0,3481.0,,,1054.0,81033.0,1.0,88.0,0.0,,0.0,,0.0,0.0,,,,,,,,,110.0,11333.0,1228.0,96.0,,,,
2020-11-12,nation,Scotland,1196.0,80066.0,32.0,3443.0,,,1195.0,79979.0,1.0,87.0,0.0,,0.0,,0.0,0.0,,,,,,,,,114.0,11223.0,1207.0,98.0,0.8,1.1,-4.0,1.0
2020-11-11,nation,Scotland,1249.0,78870.0,37.0,3411.0,,,1247.0,78784.0,2.0,86.0,0.0,,0.0,,0.0,0.0,,,,,,,,,116.0,11109.0,1235.0,93.0,,,,
2020-11-10,nation,Scotland,1289.0,77621.0,36.0,3374.0,,,1287.0,77537.0,2.0,84.0,0.0,,0.0,,0.0,0.0,,,,,,,,,106.0,10993.0,1239.0,102.0,,,,
2020-11-09,nation,Scotland,1296.0,76332.0,42.0,3338.0,,,1296.0,76250.0,0.0,82.0,0.0,,0.0,,0.0,0.0,,,,,,,,,101.0,10887.0,1227.0,105.0,,,,
2020-11-08,nation,Scotland,874.0,75036.0,36.0,3296.0,,,873.0,74954.0,1.0,82.0,0.0,,0.0,,0.0,0.0,,,,,,,,,81.0,10786.0,1245.0,111.0,,,,
2020-11-07,nation,Scotland,842.0,74162.0,37.0,3260.0,,,842.0,74081.0,0.0,81.0,0.0,,0.0,,0.0,0.0,,,,,,,,,87.0,10705.0,1245.0,105.0,,,,
2020-11-06,nation,Scotland,1136.0,73320.0,27.0,3223.0,,,1134.0,73239.0,2.0,81.0,0.0,,0.0,,0.0,0.0,,,,,,,,,97.0,10618.0,1237.0,98.0,,,,
2020-11-05,nation,Scotland,1298.0,72184.0,41.0,3196.0,,,1295.0,72105.0,3.0,79.0,0.0,,0.0,,0.0,0.0,,,,,,,,,101.0,10521.0,1252.0,95.0,0.9,1.1,-1.0,2.0
2020-11-04,nation,Scotland,1302.0,70886.0,19.0,3155.0,,,1301.0,70810.0,1.0,76.0,0.0,,0.0,,0.0,0.0,,,,,,,,,123.0,10420.0,1257.0,94.0,,,,
2020-11-03,nation,Scotland,1392.0,69584.0,35.0,3136.0,,,1392.0,69509.0,0.0,75.0,0.0,,0.0,,0.0,0.0,,,,,,,,,114.0,10297.0,1264.0,92.0,,,,
2020-11-02,nation,Scotland,1476.0,68192.0,30.0,3101.0,,,1474.0,68117.0,2.0,75.0,0.0,,0.0,,0.0,0.0,,,,,,,,,113.0,10183.0,1235.0,93.0,,,,
2020-11-01,nation,Scotland,969.0,66716.0,35.0,3071.0,,,969.0,66643.0,0.0,73.0,0.0,,0.0,,0.0,0.0,,,,,,,,,104.0,10070.0,1203.0,81.0,,,,
2020-10-31,nation,Scotland,742.0,65747.0,24.0,3036.0,,,742.0,65674.0,0.0,73.0,0.0,,0.0,,0.0,0.0,,,,,,,,,103.0,9966.0,1154.0,80.0,,,,
2020-10-30,nation,Scotland,1089.0,65005.0,35.0,3012.0,,,1088.0,64932.0,1.0,73.0,0.0,,0.0,,0.0,0.0,,,,,,,,,130.0,9863.0,1171.0,83.0,,,,
2020-10-29,nation,Scotland,1100.0,63916.0,29.0,2977.0,,,1098.0,63844.0,2.0,72.0,0.0,,0.0,,0.0,0.0,,,,,,,,,101.0,9733.0,1152.0,86.0,1.0,1.3,1.0,5.0
2020-10-28,nation,Scotland,1267.0,62816.0,29.0,2948.0,,,1266.0,62746.0,1.0,70.0,0.0,,0.0,,0.0,0.0,,,,,,,,,131.0,9632.0,1117.0,85.0,,,,
2020-10-27,nation,Scotland,1307.0,61549.0,16.0,2919.0,,,1305.0,61480.0,2.0,69.0,0.0,,0.0,,0.0,0.0,,,,,,,,,136.0,9501.0,1100.0,82.0,,,,
2020-10-26,nation,Scotland,1345.0,60242.0,31.0,2903.0,,,1345.0,60175.0,0.0,67.0,0.0,,0.0,,0.0,0.0,,,,,,,,,139.0,9365.0,1052.0,90.0,,,,
2020-10-25,nation,Scotland,941.0,58897.0,23.0,2872.0,,,939.0,58830.0,2.0,67.0,0.0,,0.0,,0.0,0.0,,,,,,,,,114.0,9226.0,1016.0,86.0,,,,
2020-10-24,nation,Scotland,953.0,57956.0,20.0,2849.0,,,953.0,57891.0,0.0,65.0,0.0,,0.0,,0.0,0.0,,,,,,,,,119.0,9112.0,985.0,84.0,,,,
